Name,Gender,Reason,Dates,Doc_title,Doc_number,Doc_url,Nationality
Khaled  SAWAN,male,"Dr. Khaled Sawan is an engineer at the Syrian Scientific Studies and Research Centre, which is involved in chemical weapons proliferation and delivery. He has been involved in the construction of barrel bombs which have been used against the civilian population in Syria.; He has been associated with the Syrian Scientific Studies and Research Centre, a listed entity.",18-07-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Raymond  RIZQ,male,"Raymond Rizq is an engineer at the Syrian Scientific Studies and Research Centre, involved in chemical weapons proliferation and delivery. He has been involved in the construction of barrel bombs which have been used against the civilian population in Syria.; He is associated with the Syrian Scientific Studies and Research Centre, a listed entity.",18-07-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Fawwaz EL‐ATOU,male,"Fawwaz El‐Atou is a lab technician at the Syrian Scientific Studies and Research Centre, involved in chemical weapons proliferation and delivery. He has been involved in the construction of barrel bombs which have been used against the civilian population in Syria.; He is associated with the Syrian Scientific Studies and Research Centre, a listed entity.",18-07-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Fayez ASI,male,"Fayez Asi is a lab technician at the Syrian Scientific Studies and Research Centre, involved in chemical weapons proliferation and delivery. He has been involved in the construction of barrel bombs which have been used against the civilian population in Syria.; He is associated with the Syrian Scientific Studies and Research Centre, a listed entity.",18-07-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Hala SIRHAN,female,"Dr. Hala Sirhan works with Syrian Military Intelligence at the Syrian Scientific Studies and Research Centre. She operated in Institute 3000, which is involved in chemical weapons proliferation.; She is associated with the Syrian Scientific Studies and Research Centre, a listed entity.",18-07-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mohamed Mazen Ali YOUSEF,male,"Former Minister of Industry. Appointed in January 2018.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",26-02-2018,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Imad Abdullah SARA,male,"Former Minister of Information. Appointed in January 2018.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",26-02-2018,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Yusuf AJEEB,male,"Holds the rank of Brigadier General, a senior officer in the Syrian Armed Forces, in post after May 2011. Since 2012, he has been Head of Security for the Scientific Studies and Research Centre (SSRC), which is involved in the chemical weapons proliferation sector. As a result of his senior position as Head of Security for SSRC, he is associated with the designated entity SSRC.",19-03-2018,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Maher SULAIMAN (a.k.a.; Mahir; Suleiman),male,"Director of the Higher Institute for Applied Sciences and Technology (HIAST), which provides training and support as part of the Syrian chemical weapons proliferation sector. Due to his senior position at the HIAST, which is an affiliate and subsidiary of the Scientific Studies and Research Centre (SSRC), he is associated with the HIAST and SSRC, both of which are designated entities.",19-03-2018,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Zuhair FADHLUN,male,"Director of the branch of the Scientific Studies and Research Centre (SSRC) that is known as Institute 3000 (a.k.a. Institute 5000). In this role, he is responsible for chemical weapons projects, including production of chemical agents and munitions. Due to his senior position at SSRC, he is associated with designated entity SSRC.",19-03-2018,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Houmam JAZA'IRI,male,"Former Minister of Economy and Foreign Trade in power after May 2011, then member of the board of Syriatel (until May 2019) which is designated by the Council. As a former Government Minister, shares responsibility for the violent repression of the Syrian people.",21-10-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mohamad Amer MARDINI,male,"Former Minister of Higher Education in power after May 2011 (appointed 27.8.2014). As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",21-10-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mohamad Ghazi JALALI (a.k.a. Mohammad Ghazi al‐Jalali),male,"Former Minister of Communications and Technology in power after May 2011 (appointed 27.8.2014). As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",21-10-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Issam KHALIL,male,"Former Minister of Culture in power after May 2011 (appointed 27.8.2014). As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",21-10-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Ghassan Ahmed GHANNAM,male,"Member of the Syrian Armed Forces of the rank of Colonel and the equivalent or higher in post after May 2011. Major General and Commander of the 155th Missile Brigade. Associated with Maher al-Assad through his role in the 155th Missile Brigade. As Commander of the 155th Missile Brigade, he is supporting the Syrian regime and he is responsible for the violent repression of the civilian population. Responsible for firing scud missiles at various civilian sites between January and March 2013.",21-10-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Abdelhamid Khamis ABDULLAH,male,"Chairman of Overseas Petroleum Trading Company (OPT) which has been listed by the Council for benefiting from and supporting the Syrian regime. He coordinated shipments of oil to the Syrian regime with listed Syrian state oil company Sytrol. Therefore, he is benefitting from and providing support to the Syrian regime.; In view of his position as the most senior person in the entity, he is responsible for its activities.",21-10-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Khaled AL-ZUBAIDI,male,"Leading businessperson operating in Syria, with significant investments in the construction industry, including a 50 % stake in Zubaidi and Qalei LLC, which is constructing the luxury tourist city Grand Town and to which the regime has granted a 45-year agreement in return for 19-21 % of its revenue. Khaled al-Zubaidi benefits from and/or supports the Syrian regime through his business activities, in particular through this stake in the Grand Town development.; Khaled al-Zubaidi signed a (350 000  USD worth) sponsorship with a Syrian football club ‘Wihda FC’ through one of his companies ‘Hijaz Company’. Member of the Federation of Syrian Chambers of Tourism since 2019. President of the Syrian-Algerian Business Council.",21-01-2019,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Major General Mohammad Khaled AL-RAHMOUN,male,"Minister of the Interior.; Appointed in November 2018.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",04-03-2019,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mohammad Rami Radwan MARTINI,male,"Minister of Tourism.; Appointed in November 2018.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",04-03-2019,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Imad Muwaffaq AL-AZAB,male,"Former Minister of Education.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",04-03-2019,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Bassam Bashir IBRAHIM,male,"Minister of Higher Education.; Appointed in November 2018.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",04-03-2019,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Suhail Mohammad ABDULLATIF,male,"Minister of Public Works and Housing.; Appointed in November 2018.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",04-03-2019,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Iyad Mohammad AL‐KHATIB,male,"Minister of Communications and Technology.; Appointed in November 2018.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",04-03-2019,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Anas TALAS,male,"Leading businessperson operating in Syria, with interests and activities in multiple sectors of Syria’s economy. Through his business activities and investments, Anas Talas also benefits from and/or supports the Syrian regime. In 2018 the Talas Group, chaired by Anas Talas, entered into a SYP 23 billion joint venture with Damascus Cham Holding for the construction of Marota City, a regime-backed luxury residential and commercial development.",21-01-2019,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mohammed Nazer JAMAL EDDIN,male,"Leading businessperson operating in Syria with significant investments in the construction industry, including a controlling 90 % stake in Apex Development and Projects LLC, which has entered into a USD 34,8 million joint venture for the construction of Marota City, a regime-backed luxury residential and commercial development. Through his participation in the Marota City development, Mohammed Nazer Jamal Eddin benefits from and/or supports the Syrian regime. In May 2019, Jamal Eddin created ‘Trillium Private JSC’, a 15 million SYP company involved in the trade of building materials and electrical products.",21-01-2019,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mazin AL-TARAZI,male,"Leading businessperson operating in Syria, with significant investments in the construction and aviation sectors. Through his investments and activities, Mazin al-Tarazi benefits from and/or supports the Syrian regime. In particular, Mazin al-Tarazi has concluded a deal with Damascus Cham Holding for a USD 320 million investment in the construction of Marota City, a regime-backed luxury residential and commercial development. He has also been granted a licence for a private airline in Syria. In September 2019, he created ‘al-Dana Group Investments LLC’, a 25 million SYP company involved in export-import and investing in tourism facilities and commercial complexes. Mazin Al-Tarazi is a member of the Syrian-Iranian Business Council (SIBC) and served as an intermediary for the Iranian regime to purchase real estate in Syria.",21-01-2019,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Samer FOZ,male,"Leading businessperson operating in Syria, with interests and activities in multiple sectors of Syria’s economy. Samer Foz provides financial and other support to the Syrian regime, including funding the Military Security Shield Forces in Syria and brokering grain deals. He also benefits financially from access to commercial opportunities through the wheat trade and reconstruction projects as a result of his links to the regime.; Samer Foz opened a sugar refining factory (‘Samer Foz Factory’) in 2021 in support of the Syrian regime’s objective to increase sugar production across the country.",21-01-2019,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Hussam AL QATARJI,male,"Leading businessperson operating in Syria, who is also a Member of the Syrian Parliament. Al Qatarji supports and benefits from the Syrian regime through enabling, and profiting from, trade deals with the regime in relation to oil and wheat.; Hussam Al Qatarji, with his family, has secured a license to create a new bank, the National Islamic Bank. They have also acquired a new cement plant from the government, through one of their companies, Nabd Contracting and Construction. They also expanded in the tourism sector creating Arman Hotel and Tourist Management LLC. They also entered into a joint venture with the ministry of tourism ‘Bere Aleppo Private JSC’. Hussam Al Qatarji and his family also run a militia in Aleppo. In October 2021, Qaterji’s BS Company for Oil Services signed a deal with the regime to supply gas stations with fuel in regime held areas.",21-01-2019,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Yasser Aziz ABBAS,male,"Leading businessperson operating in Syria. Supports and/or benefits from the Syrian regime through business dealings, including fuel smuggling and weapons transfers. Yasser Aziz Abbas profits from facilitating oil imports on behalf of the regime and uses his relations with the regime to obtain preferential dealings and treatment.",17-02-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Waseem AL-KATTAN,male,"Leading businessperson operating in Syria benefitting from and supporting the regime. Owner of multiple businesses and holding companies with interests and activities in various economic sectors such as real estate, the luxury hotel industry and commercial centres. Waseem al-Kattan rose rapidly as a leading businessperson by imposing taxes on goods smuggled into Eastern Ghouta under siege, and is now involved in aggressive forms of clientelism to the benefit of the regime. Waseem al-Kattan benefits financially from favoured access to public tenders as well as to licences and contracts awarded by government agencies as a result of his close ties to the regime.; In 2020, Al-Kattan was elected member of the Damascus Chamber of Commerce. In November 2021, Al-Kattan was appointed secretary of the Federation of Syrian chambers of commerce by the Syrian Government, despite having lost elections. In 2022, Al-Kattan was appointed Chairman of the Syrian-Omani Business Council.",17-02-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Amer FOZ,male,"Leading businessperson with personal and family business interests and activities in multiple sectors of the Syrian economy. He benefits financially from access to commercial opportunities and supports the Syrian regime.; He is also associated with his brother Samer Foz, who has been designated by the Council since January 2019 as a leading businessperson operating in Syria and for supporting or benefiting from the regime. Together with his brother, he implements a number of commercial projects, notably in the Adra al-Ummaliyya area (Damascus suburbs). These projects include a factory that manufactures cables and cable accessories as well as a project to produce electricity using solar power. They also engaged in various activities with ISIL (Da’esh) on behalf of the Assad regime, including the provision of weapons and ammunitions in exchange for wheat and oil.",17-02-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Saqr RUSTOM,male,"Head of the local branch of the National Defence Force in Homs (a regime militia — Shabiha). Responsible for its participation in the brutal repression of the civilian population in Syria. Through his militia, Saqr Rustom is responsible for multiple war profiteering schemes and is therefore benefitting from and supporting the Syrian regime. Associated with designated person Bassam Hassan, his uncle, with whom he established the Damas Real Estate Development and Investment LLC in order to invest in real estate projects.",17-02-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Khodr Ali TAHER,male,"Leading businessperson operating across multiple sectors of the Syrian economy, including private security, mobile phone retail, hotel management, advertising services, domestic money transfer, alcoholic and non-alcoholic beverages.; Supports and benefits from the Syrian regime through cooperation in his business activities and his involvement in smuggling and profiteering activities. Khodr Ali Taher owns a number of companies and has co-founded others. His involvement in business dealings with the regime includes entering into a joint venture with the Syrian Transport and Tourism Company, of which the Ministry of Tourism owns a two-thirds stake.",17-02-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Adel Anwar AL-OLABI,male,"Leading businessperson benefitting from and supporting the Syrian regime. Chairperson of Damascus Cham Holding Company (DCHC), the investment arm of the Governorate of Damascus managing the properties of the Governorate of Damascus and implementing the Marota City project.; Adel Anwar al-Olabi is also the Governor of Damascus, appointed by President Bashar al-Assad in November 2018. As Governor of Damascus and Chair of DCHC, he is responsible for efforts to implement regime policies of developing expropriated land in Damascus (including Decree No 66 and Law No 10), most notably through the Marota City project.",17-02-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Talal AL-BARAZI (a.k.a. Barazi),male,"Former Minister of Internal Trade and Consumer Protection.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",16-10-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Loubana MOUCHAWEH,female,"Culture Minister. Appointed in August 2020.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",16-10-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Darem TABA’A,male,"Former Minister of Education. Appointed in August 2020.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",16-10-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
"Ahmad SAYYED (a.k.a. Alsyed, al-Sayyed, al-Sayed)",male,"Minister of Justice. Appointed in August 2020.; As a Government Minister, shares responsibility for the Syrian regime’s violent of against the civilian population.",16-10-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
"Tammam RA’AD (a.k.a. Tamam, Raad)",male,"Former Minister of Hydraulic/Water Resources.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",16-10-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
"Kinan YAGHI (a.k.a. Kenan, Yagi)",male,"Minister of Finance. Appointed in August 2020.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",16-10-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Zuhair KHAZIM,male,"Minister of Transport. Appointed in August 2020.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",16-10-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Bassam TOU’MA (a.k.a. TU’MA),male,"Former Minister of oil and mineral resources.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression against the civilian population.",06-11-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
"Hassan GHABACHE (a.k.a. GHOBASH, AL-GHABBASH)",male,"Minister of health.; Appointed in August 2020.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression against the civilian population.",06-11-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Ziyad SABBAGH,male,"Former Minister of Industry.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression against the civilian population.",06-11-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mohammad Hassan QATANA,male,"Minister of Agriculture and Agrarian reform. Appointed in August 2020.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression against the civilian population.",06-11-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
"Ghassan ZAMEL (a.k.a. AL-ZAMIL, AL-ZAMEL)",male,"Minister of Electricity.; Appointed in August 2020.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression against the civilian population.",06-11-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
"Mohamad (a.k.a. Mohammad) Fayez BARCHA (a.k.a. AL-BARSHA, AL-BARASHA)",male,"Former Minister of State.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression against the civilian population.",06-11-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Malloul (a.k.a. Maloul) HUSSEIN (a.k.a. AL-HUSSEIN),male,"Former Minister of State.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression against the civilian population.",06-11-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mohammad Samir HADDAD,male,"Former Minister of State.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression against the civilian population.",06-11-2020,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Faisal MEKDAD,male,"Minister of Foreign Affairs. Appointed in November 2020.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression against the civilian population.",15-01-2021,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Amr SALEM,male,"Former Minister of Internal Trade and Consumer Protection.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",15-11-2021,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Boutros AL-HALLAQ,male,"Minister of information. Appointed in August 2021.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",15-11-2021,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mohammad SEIFEDDINE,male,"Minister of Labour and social affairs. Appointed in August 2021.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",15-11-2021,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Diala BARAKAT,female,"Minister of State. Appointed in August 2021.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",15-11-2021,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Andrey Nikolaevich TROSHEV,male,"Executive Director (Chief of Staff) of the Wagner Group, which operates in Syria and trains and directs Syrian forces. The Wagner Group also supports the Assad regime and fights alongside regime-affiliated militias and the Syrian army.; Andrey Troshev is directly involved in the military operations of the Wagner Group in Syria. He was particularly involved in the area of Deir ez-Zor. As such, he provides a crucial contribution to Bashar al-Assad’s war effort and therefore supports and benefits from the Syrian regime.",13-12-2021,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Andrey Mikhailovich BOGATOV,male,"Head of the 4th Attack and Reconnaissance Company of the Wagner Group, which operates in Syria and trains and directs Syrian forces. The Wagner Group also supports the Assad regime and fights alongside regime-affiliated militias and the Syrian army.; Andrey Bogatov commands the operations of the Wagner Group and is directly involved in the military operations of the Wagner Group in Syria. He was particularly involved in the battle of Palmyra. As such, he provides a crucial contribution to Bashar al-Assad’s war effort and therefore supports and benefits from the Syrian regime.",13-12-2021,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Hala Tarif ALMAGHOUT,female,Widow of Mohammed Makhlouf. Member of the Makhlouf family.,21-02-2022,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Ghada Adib MHANNA,female,Widow of Mohammed Makhlouf. Member of the Makhlouf family.,21-02-2022,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Kinda Mohammed MAKHLOUF,female,Daughter of Mohammed Makhlouf. Member of the Makhlouf family.,21-02-2022,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Sara Mohammed MAKHLOUF,female,Daughter of Mohammed Makhlouf. Member of the Makhlouf family.,21-02-2022,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Saleh AL-ABDULLAH,male,"Saleh AL-ABDULLAH is the commander of the 16th Brigade affiliated with the command of Russian forces in Syria since 2020. He was previously the deputy of Brigadier General Suhail al-Hassan, in the 25th Division of the Syrian Army. He is involved in the recruitment of members of the 16th Brigade to fight in Ukraine alongside Russia.; In this capacity, Saleh AL-ABDULLAH is a member of the Syrian Armed Forces of the rank of ‘colonel’ and the equivalent or higher in post after May 2011.",21-07-2022,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Ahmed KHALIL KHALIL,male,"Ahmed Khalil Khalil is the co-owner of Sanad Protection and Security Services, a Syrian private security company established in 2017 and supervised by the Wagner Group in Syria, active in the protection of Russian interests (phosphates, gas and securing oil sites) in Syria. The exploitation of natural resources provides revenues to the Syrian regime. In addition, the company is active in the recruitment of Syrian mercenaries to Libya and Ukraine.; As such, Ahmed Khalil Khalil supports the Syrian regime and benefits from it.",21-07-2022,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Nasser Deeb DEEB,male,"Nasser Deeb Deeb is the co-owner of Sanad Protection and Security Services, a Syrian private security company established in 2017 and supervised by the Wagner Group, active in the protection of Russian interests (phosphates, gas and securing oil sites) in Syria. The exploitation of natural resources provides revenues to the Syrian regime. In addition, he is also co-owner of the company Ella Services together with Khodr Ali Taher.; In this capacity, Nasser Deeb Deeb supports the Syrian regime and benefits from it.",21-07-2022,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Issam SHAMMOUT,male,"Issam Shammout is the owner and chairman of the board of directors of the airline ‘Cham Wings’ and head of the Shammout Group, active in the automotive, steel, aviation, freight forwarding, construction, and real estate sectors.; In this capacity, Issam Shammout is a leading businessperson operating in Syria.",21-07-2022,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Wasim Badia AL-ASSAD,male,"Wasim Badia al-Assad is Bashar al-Assad’s cousin; he is therefore a member of the Assad family.; Wasim Badia al-Assad is also involved in the production and trafficking of Captagon. In particular, he has been involved in the production of Captagon and is responsible for drug shipments. The Captagon trade has become a regime-led business model, enriching the inner circle of the regime and forming its lifeline. He therefore benefits from and supports the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Samer Kamal AL-ASSAD,male,"Samer Kamal al-Assad is a member of the Assad family.; He operates in the context of the narcotics trade, in particular in its production. The Captagon trade has become a regime-led business model, enriching the inner circle of the regime and forming its lifeline. He therefore benefits from and supports the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mudar Rifaat AL-ASSAD,male,Mudar Rifaat al-Assad is Bashar al-Assad’s cousin; he is therefore a member of the Assad family.,24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mohammad SHALISH,male,"Mohammad Shalish has close ties to the regime.; He is linked to drug operations and more specifically to the Captagon trade in the Lattakia region. The Captagon trade has become a regime-led business model, enriching the inner circle of the regime and forming its lifeline. He therefore benefits from and supports the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
