Name_id,Name,Gender,Statement_of_reason,Activity-based,Profit_based,Status_based,Family-member_sanctions,Date_designated,Doc_num,Doc_title,Doc_url,Nationality,Regime_name,Designation_source,
762,Harrington Padron Katherine,female,"Former Deputy Prosecutor General, appointed by the Constituent Assembly. Responsible for undermining democracy and the rule of law, including by initiating politically-motivated prosecutions and failing to investigate allegations of human rights violations by the Maduro regime. In a previous role as National Public Prosecutor, she admitted to carrying out her duties with “political bias”.

Former Deputy Attorney General",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Venezuela (Sanctions) (EU Exit) Regulations 2019,UK,
763,Requena Gladys,female,"National Assembly Deputy (2021-26), member of the NA’s Committee of the Preliminary Commission of Electoral Nominations and Vice President of the Permanent Commission of the Family. Former Member of the illegitimate National Constituent Assembly since August 2017, and former Second Vice President since October 2018. Her actions as part of the National Constituent Assembly (ANC) including signing the decree that stripped the immunity of the president of the National Assembly (AN) and the interim-President of Venezuela, Juan Guaido, have undermined democracy and rule of law in Venezuela.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Venezuela (Sanctions) (EU Exit) Regulations 2019,UK,
764,Diaz Gonzalez Tania,female,"National Assembly Deputy (2021-2026) and Vice President of the National Assembly’s People’s Power and Media Commission. Former member of the illegitimate National Constituent Assembly since August 2017, and former First Vice President since October 2018. Her actions as part of the National Constituent Assembly (ANC) including signing the decree that stripped the immunity of the president of the National Assembly (AN) and the interim-president of Venezuela, Juan Guaido, have undermined democracy and rule of law in Venezuela.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Venezuela (Sanctions) (EU Exit) Regulations 2019,UK,
765,Bustamante Puerta Dinorah,female,"There are reasonable grounds to suspect that Venezuelan Prosecutor Dinorah Yoselin Bustamante Puerta has undermined the rule of law in Venezuela through her involvement as prosecutor in the prosecution of Requesens, Alban, and Marrero, all of whom had parliamentary immunity. The prosecution of Marrero included the planting of evidence in his home.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Venezuela (Sanctions) (EU Exit) Regulations 2019,UK,
766,Rodriguez Rodriguez Caryslia,female,"Caryslia Beatriz Rodríguez Rodríguez 
is an involved person through her role as the President of the Supreme Tribunal of Justice (TSJ). The TSJ is and has been involved in actions and activities that have undermined democracy and the rule of law in Venezuela.",1,0,1,0,10/01/2025,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Venezuela (Sanctions) (EU Exit) Regulations 2019,UK,
767,Suarez Anderson Lourdes,female,"Lourdes Benicia Suárez Anderson is a member of the Supreme Tribunal of Justice, an entity which is and has been involved in actions and activities that have undermined democracy and the rule of law in Venezuela.",1,0,1,0,10/01/2025,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Venezuela (Sanctions) (EU Exit) Regulations 2019,UK,
768,Gil Pacheco Rosalba,female,"Rosalba Gil Pacheco is an involved person through her role as the Principal Rector of the National Electoral Council, where she is and has been involved in actions and activities that have undermined democracy and the rule of law in Venezuela.",1,0,1,0,10/01/2025,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Venezuela (Sanctions) (EU Exit) Regulations 2019,UK,
769,D'Amelio Cardiet Tania,female,"Tania d’Amelio Cardiet is a member of the Supreme Tribunal of Justice, an entity which is and has been involved in actions and activities that have undermined democracy and the rule of law in Venezuela.",1,0,1,0,10/01/2025,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Venezuela (Sanctions) (EU Exit) Regulations 2019,UK,
770,Marquez Cordero Fanny,female,Fanny Beatriz Márquez Cordero is an involved person through her role as the Vice President of the Supreme Tribunal of Justice (TSJ). The TSJ is and has been involved in actions and activities that have undermined democracy and the rule of law in Venezuela.,1,0,1,0,10/01/2025,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Venezuela (Sanctions) (EU Exit) Regulations 2019,UK,
771,"MUCHINGURI, Oppah Charm Zvipange",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Zimbabwean,GLOMAG,US,
772,"QADHAFI, Ayesha",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Lebanese,LIBYA2,US,
773,"MATVIYENKO, Valentina Ivanovna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Russian,UKRAINE-EO13661] [RUSSIA-EO14024,US,
774,"MIZULINA, Yelena Borisovna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Russian,UKRAINE-EO13661] [RUSSIA-EO14024,US,
775,"WANG, Guoying",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Chinese,SDNTK,US,
776,"GUBAREVA, Ekaterina",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Ukrainian,UKRAINE-EO13660] [RUSSIA-EO14024,US,
777,"HARINGHTON PADRON, Katherine Nayarith",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA,US,
778,"FERNANDEZ VALENCIA, Guadalupe",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,SDNTK,US,
779,"ESPINOZA RODRIGUEZ, Maria de Jesus",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,SDNTK,US,
780,"BARRIOS HERNANDEZ, Mercedes",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,SDNTK,US,
781,"GOMEZ VELAZQUEZ, Daniela",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,SDNTK,US,
782,"LIRA SOTELO, Alma Delia",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,SDNTK,US,
783,"VARGAS GIRALDO, Claudia Mercedes",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Colombian,SDNTK,US,
784,"SAVCHENKO, Svetlana Borisovna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,UKRAINE-EO13660,US,
785,"CAMPOS TIRADO, Linda Elizabeth",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,SDNTK,US,
786,"CHAVEZ MARTINEZ, Maria Icela",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,SDNTK,US,
787,"FLORES CASTRO, Sendy",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,SDNTK,US,
788,"KIM, Yo Jong",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,DPRK2,US,
789,"AVILA ROCHA, Maria Monserrat",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,SDNTK,US,
790,"RIVERA GUERRERO, Raquel",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,SDNTK,US,
791,"RIVERA SANDOVAL, Reyna Isabel",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,SDNTK,US,
792,"RUELAS AVILA, Patricia Lourdes",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,SDNTK,US,
793,"SANCHEZ MEDRANO, Cruz",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,SDNTK,US,
794,"GUTIERREZ ALVARADO, Gladys Maria",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA,US,
795,"ZULETA DE MERCHAN, Carmen Auxiliadora",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA,US,
796,"SUAREZ ANDERSON, Lourdes Benicia",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA,US,
797,"KHORSHEVA, Natalya Ivanovna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,UKRAINE-EO13660,US,
798,"NIKITINA, Irina",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,UKRAINE-EO13660,US,
799,"PLAKSINA, Olga",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,UKRAINE-EO13685,US,
800,"LIU, Baoxia",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Chinese,NPWMD] [IFSR,US,
801,"LUCENA RAMIREZ, Tibisay",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA,US,
802,"VARELA RANGEL, Maria Iris",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA,US,
803,"D'AMELIO CARDIET, Tania",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA,US,
804,"FARIAS PENA, Erika del Valle",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA,US,
805,"MELENDEZ RIVAS, Carmen Teresa",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA,US,
806,"OBLITAS RUZZA, Sandra",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA,US,
807,"HERNANDEZ DE HERNANDEZ, Socorro Elizabeth",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA,US,
808,"KAUR, Eljeet",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Indian,SDNTK,US,
809,"CHU, Na",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Chinese,SDNTK,US,
810,"LIU, Cuiying",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Chinese,SDNTK,US,
811,"MAYOROVA, Yulia",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Russia,MAGNIT,US,
812,"KARIMOVA, Gulnara",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Uzbekistan,GLOMAG,US,
813,"MALAKHOVA, Svetlana Anatolievna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,UKRAINE-EO13660,US,
814,"KOSTENKO, Elena Nikolaevna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,UKRAINE-EO13660,US,
815,"MATYUSHCHENKO, Ekaterina Sergeevna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,UKRAINE-EO13660,US,
816,"NIKONOROVA, Natalya Yurievna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,UKRAINE-EO13660,US,
817,"RADOMSKAYA, Elena Vladimirovna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,UKRAINE-EO13660,US,
818,"SU, Guiqin",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Chinese,TCO,US,
819,"KRYLOVA, Aleksandra Yuryevna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,CYBER2,US,
820,"BOGACHEVA, Anna Vladislavovna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,CYBER2,US,
821,"BOVDA, Maria Anatolyevna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,CYBER2,US,
822,"KAVERZINA, Irina Viktorovna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,CYBER2,US,
823,"MABANZA, Myrna Ajijul",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Philippinian,SDGT,US,
824,"CONTRERAS HERNANDEZ, Marleny Josefina",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA,US,
825,"YEGANE, Gulnihal",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Turkish,SDGT] [IFSR,US,
826,"RODRIGUEZ GOMEZ, Delcy Eloina",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA,US,
827,"FLORES DE MADURO, Cilia Adela",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA,US,
828,"LOPEZ TORRES, Ana Lilia",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,GLOMAG,US,
829,"SANDOVAL LOPEZ, Lidy Alejandra",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,GLOMAG,US,
830,"ROSAS CAMBA, Liliana",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,SDNTK,US,
831,"BARAJAS SAHD, Ana Paulina",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,SDNTK,US,
832,"GONZALEZ VALENCIA, Erika",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,SDNTK,US,
833,"MURILLO DE ORTEGA, Rosario Maria",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Nicaraguan,NICARAGUA,US,
834,"PAYAN MERAZ, Juana",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,SDNTK,US,
835,"DIAZ GUILLEN, Claudia Patricia",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA-EO13850,US,
836,"KHUSYAYNOVA, Elena Alekseevna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,CYBER2,US,
837,"TALEBZADEH, Zeinab Mehanna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Iranian,SDGT] [IFSR,US,
838,"SHEVCHUK, Tatiana",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,CYBER2,US,
839,"BURKHONOVA, Gulsara",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,CYBER2,US,
840,"ALI, Halima Adan",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Kenyan,SDGT,US,
841,"TRIKULYA, Elena Anatolievna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,MAGNIT,US,
842,"RUZZA TERAN, Iliana Josefa",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA,US,
843,"PADILLA DE ARRETURETA, Carol Bealexis",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA,US,
844,"FOZ, Husen",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Syrian,SYRIA,US,
845,"CASTRO GONZALEZ, Sonia",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Nicaraguan,NICARAGUA] [NICARAGUA-NHRAA,US,
846,"CHEN, Mei Hsiang",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Taiwan,DPRK4,US,
847,"STAUDINGER LEMOINE, Mariana Andrea",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA-EO13850,US,
848,"KARIMI-ADEGANI, Afsaneh",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Iranian,NPWMD] [IFSR,US,
849,"LI, Youmin",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Chinese,IRAN-EO13846,US,
850,"AKHAEI, Shaghayegh",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Iranian,NPWMD] [IFSR,US,
851,"SALVIN, Almaida Marani",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Philippinian,SDGT,US,
852,"CHANDY, King",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,GLOMAG,US,
853,"SOPHARY, Kim",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Cambodian,GLOMAG,US,
854,"MIREMBE, Dorah",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Uganda,GLOMAG,US,
855,"BASOVA, Lidia Aleksandrovna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,UKRAINE-EO13660,US,
856,"PYRKOVA, Ekaterina Eduardovna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,unknown,UKRAINE-EO13660,US,
857,"ALTABAEVA, Ekateryna Borysovna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Russian,UKRAINE-EO13660] [RUSSIA-EO14024,US,
858,"DOLDAN GONZALEZ, Liz Paola",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Paraguay,GLOMAG,US,
859,"ZEPEDA ESPARZA, Olga Maria",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,VENEZUELA-EO13850,US,
860,"ESPARZA GARCIA, Veronica",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Mexican,VENEZUELA-EO13850,US,
861,"AL-ASSAD, Asma",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Syrian,SYRIA-EO13894,US,
862,"ALDABBAS, Rania",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Syrian,SYRIA-EO13894,US,
863,"AL-ASSAD, Bushra",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Syrian,SYRIA-EO13894,US,
864,"AL-ASSAD, Manal",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Syrian,SYRIA-EO13894,US,
865,"CHENG, Teresa",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Hong Kong,HK-EO13936,US,
866,"LAM, Carrie",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Hong Kong,HK-EO13936,US,
867,"ALFONZO IZAGUIRRE, Indira Maira",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Venezuelan,VENEZUELA,US,
868,"AL SHIBL, Luna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Syrian,SYRIA,US,
869,"GUIDO DE ROMERO, Ana Julia",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Nicaraguan,NICARAGUA,US,
870,"DMUKHAYLA, Alena Mikalaeuna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Belarusian,BELARUS,US,
871,"JAMMEH, Zineb Souma Yahya",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Equatorial Guinea,GLOMAG,US,
872,"ASLANOVA, Darya Dmitriyevna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Russian,CYBER2] [ELECTION-EO13848,US,
873,"ZANGANEH, Viyan",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Iranian,SDGT] [IFSR,US,
874,"IVANOVA, Elena Nikolaevna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Russian,CYBER2,US,
875,"KUCHUMOVA, Nadezhda Leonidovna",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Russian,CYBER2,US,
876,"IBRAHIM, Nasreen Hussein",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Syrian,SYRIA-EO13894,US,
877,"IBRAHIM, Rana Hussein",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Syrian,SYRIA-EO13894,US,
878,"WEI, Lin Na",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Chinese,IRAN-EO13846,US,
879,"ZAPATA GARZON, Tatiana Marguerid",female,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SDN List,https://sanctionslist.ofac.treas.gov/Home/SdnList ,Colombia,SDNTK,US,
